id,source,pdf_page,table,original_detail_numbers,class_text,description,requirements,image,status
ec3-027-t01-d02,ec3,27,8.3,8,90,"8) Come il particolare 3) ma con fori di
scarico.","- Tutte le saldature
livellate mediante rettifica
fino alla superficie della
piastra in direzione
parallela alla freccia.
- Utilizzare talloni di
estremità e rimuoverli
successivamente,
livellare mediante rettifica
le estremità delle lamiere
in direzione della
tensione.
- Saldature su entrambi i
lati verificate secondo
NDT.
- Profilati laminati con le
stesse dimensioni senza
differenze di tolleranza.",assets/details/ec3-027-t01-d02.png,extracted_not_engineering_validated
ec3-027-t01-d03-01,ec3,27,8.3,9,80,"9) Giunti trasversali di lamiere in travi
composte senza fori di scarico.
10) Profilati aventi sezioni trasversali
completamente saldate di testa o
profilati laminati con fori di scarico.
11) Giunti trasversali in piastre, piatti,
profilati laminati o travi composte.","- Altezza del
sovrametallo non
maggiore del 20% della
larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.
- Saldature non livellate
mediante rettifica.
- Utilizzare talloni di
estremità e rimuoverli
successivamente,
livellare mediante rettifica
le estremità delle lamiere
in direzione della
tensione.
- Saldature su entrambi i
lati verificate secondo
NDT.
Particolare 10:
Altezza del sovrametallo
non maggiore del 10%
della larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.",assets/details/ec3-027-t01-d03-01.png,extracted_not_engineering_validated
ec3-027-t01-d03-02,ec3,27,8.3,10,80,"9) Giunti trasversali di lamiere in travi
composte senza fori di scarico.
10) Profilati aventi sezioni trasversali
completamente saldate di testa o
profilati laminati con fori di scarico.
11) Giunti trasversali in piastre, piatti,
profilati laminati o travi composte.","- Altezza del
sovrametallo non
maggiore del 20% della
larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.
- Saldature non livellate
mediante rettifica.
- Utilizzare talloni di
estremità e rimuoverli
successivamente,
livellare mediante rettifica
le estremità delle lamiere
in direzione della
tensione.
- Saldature su entrambi i
lati verificate secondo
NDT.
Particolare 10:
Altezza del sovrametallo
non maggiore del 10%
della larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.",assets/details/ec3-027-t01-d03-02.png,extracted_not_engineering_validated
ec3-027-t01-d03-03,ec3,27,8.3,11,80,"9) Giunti trasversali di lamiere in travi
composte senza fori di scarico.
10) Profilati aventi sezioni trasversali
completamente saldate di testa o
profilati laminati con fori di scarico.
11) Giunti trasversali in piastre, piatti,
profilati laminati o travi composte.","- Altezza del
sovrametallo non
maggiore del 20% della
larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.
- Saldature non livellate
mediante rettifica.
- Utilizzare talloni di
estremità e rimuoverli
successivamente,
livellare mediante rettifica
le estremità delle lamiere
in direzione della
tensione.
- Saldature su entrambi i
lati verificate secondo
NDT.
Particolare 10:
Altezza del sovrametallo
non maggiore del 10%
della larghezza della
saldatura, con
transizione graduale alla
superficie della piastra.",assets/details/ec3-027-t01-d03-03.png,extracted_not_engineering_validated
ec3-028-t01-d01,ec3,28,8.3,"18,19","Come
particolare
1 nel
prospetto
8.5
Come
particolare
4 nel
prospetto
8.4","18) Saldature di testa
trasversali in
corrispondenza di ali che
si intersecano.

19) Con raggi di raccordo
secondo il particolare 4
del prospetto 8.4.","Particolari 18) e 19):
La curva di fatica del
componente
continuo deve essere
verificata con il
particolare 4 o
particolare 5 del
prospetto 8.4.",assets/details/ec3-028-t01-d01.png,extracted_not_engineering_validated
ec3-028-t01-d02,ec3,28,8.3,13,"36
71","13) Saldature di testa
eseguite da un solo lato.

13) Saldature di testa
eseguite da un solo lato
quando la completa
penetrazione è verificata
da appropriato NDT.","13) Senza piatto
posteriore.",assets/details/ec3-028-t01-d02.png,extracted_not_engineering_validated
ec3-028-t01-d03-01,ec3,28,8.3,14,71,"Con piatto posteriore:
14) Giunti trasversali.
15) Saldature di testa
trasversali in piastre o
piatti rastremati nella
larghezza o nello
spessore con una
pendenza ≤1⁄4.
Valida anche per piastre
curve.","Particolari 14) e 15):
I cordoni di saldatura
che fissano il piatto
posteriore devono
terminare ad una
distanza ≥10 mm dai
bordi della piastra
sollecitata.
Punti di saldatura
all’interno delle
giunzioni saldate di
testa.",assets/details/ec3-028-t01-d03-01.png,extracted_not_engineering_validated
ec3-028-t01-d03-02,ec3,28,8.3,15,71,"Con piatto posteriore:
14) Giunti trasversali.
15) Saldature di testa
trasversali in piastre o
piatti rastremati nella
larghezza o nello
spessore con una
pendenza ≤1⁄4.
Valida anche per piastre
curve.","Particolari 14) e 15):
I cordoni di saldatura
che fissano il piatto
posteriore devono
terminare ad una
distanza ≥10 mm dai
bordi della piastra
sollecitata.
Punti di saldatura
all’interno delle
giunzioni saldate di
testa.",assets/details/ec3-028-t01-d03-02.png,extracted_not_engineering_validated
ec3-028-t01-d04,ec3,28,8.3,16,50,"16) Saldature di testa
trasversali su un piatto
posteriore permanente
rastremato nella
larghezza o nello
spessore con una
pendenza ≤1⁄4.
Valida anche per piastre
curve.","16) Qualora i cordoni
di saldatura del piatto
posteriore finiscano
ad una distanza
<10 mm dal bordo
della piastra, o
quando non può
essere assicurato un
buon
accoppiamento.",assets/details/ec3-028-t01-d04.png,extracted_not_engineering_validated
ec3-028-t01-d05,ec3,28,8.3,17,71,"17) Saldature di testa
trasversali, differenti
spessori senza
transizione, linee d’asse
allineate.",,assets/details/ec3-028-t01-d05.png,extracted_not_engineering_validated
ec3-029-t01-d01,ec3,29,8.4,5,40,"5) Come saldato, senza raggio di
raccordo.",,assets/details/ec3-029-t01-d01.png,extracted_not_engineering_validated
ec3-029-t01-d02,ec3,29,8.4,9,80,"9) L’effetto di connettori a taglio
saldati sul materiale base.",,assets/details/ec3-029-t01-d02.png,extracted_not_engineering_validated
ec3-029-t01-d03,ec3,29,8.4,1,"80
71
63
56","Elementi collegati longitudinali:
1) La categoria del particolare
varia in funzione della lunghezza
dell’elemento collegato L.","Lo spessore dell’elemento
collegato deve essere minore
della sua altezza. Altrimenti
vedere prospetto 8.5,
particolari 5 o 6.",assets/details/ec3-029-t01-d03.png,extracted_not_engineering_validated
ec3-029-t01-d04,ec3,29,8.4,2,71,"2) Elementi collegati
longitudinalmente a lamiere o
tubi.",,assets/details/ec3-029-t01-d04.png,extracted_not_engineering_validated
ec3-029-t01-d05,ec3,29,8.4,3,80,"3) Fazzoletti longitudinali saldati
a cordone d’angolo aventi un
raggio che consenta un raccordo
alla lamiera o al tubo; zona
terminale di giunzione saldata
rinforzata
(a completa penetrazione);
lunghezza della saldatura
rinforzata >r.","Particolari 3) e 4):

Il fazzoletto deve essere
realizzato prima delle
operazioni di saldatura,
mediante taglio meccanico o
termico, con un raggio r che
consenta un raccordo dolce
con la lamiera. Dopo
l’esecuzione del giunto la
zona della saldatura deve
essere molata nella direzione
della freccia fino a rimuovere
completamente il piede della
saldatura.",assets/details/ec3-029-t01-d05.png,extracted_not_engineering_validated
ec3-029-t01-d06,ec3,29,8.4,4,"90
71
50","4) Fazzoletto saldato al bordo di
una lamiera o all’ala di una trave.","Particolari 3) e 4):

Il fazzoletto deve essere
realizzato prima delle
operazioni di saldatura,
mediante taglio meccanico o
termico, con un raggio r che
consenta un raccordo dolce
con la lamiera. Dopo
l’esecuzione del giunto la
zona della saldatura deve
essere molata nella direzione
della freccia fino a rimuovere
completamente il piede della
saldatura.",assets/details/ec3-029-t01-d06.png,extracted_not_engineering_validated
ec3-029-t01-d07-01,ec3,29,8.4,6,"80
71","Elementi collegati trasversali:

6) Saldati a lamiere.
7) Irrigidimenti verticali saldati a
travi o a travi composte.
8) Diaframmi di travi a cassone
saldati all’ala o all’anima.
Possono non essere possibili per
piccole sezioni tubolari.
I valori sono anche validi per
anelli di irrigidimento.","Particolari 6) e 7):
Le zone terminali delle
saldature devono essere
accuratamente rettificate per
rimuovere tutte le incisioni che
possono essere presenti.

7) ∆σ deve essere calcolato
utilizzando tensioni principali
se l’irrigidimento termina
nell’anima, vedere il lato
sinistro.",assets/details/ec3-029-t01-d07-01.png,extracted_not_engineering_validated
ec3-029-t01-d07-02,ec3,29,8.4,7,"80
71","Elementi collegati trasversali:

6) Saldati a lamiere.
7) Irrigidimenti verticali saldati a
travi o a travi composte.
8) Diaframmi di travi a cassone
saldati all’ala o all’anima.
Possono non essere possibili per
piccole sezioni tubolari.
I valori sono anche validi per
anelli di irrigidimento.","Particolari 6) e 7):
Le zone terminali delle
saldature devono essere
accuratamente rettificate per
rimuovere tutte le incisioni che
possono essere presenti.

7) ∆σ deve essere calcolato
utilizzando tensioni principali
se l’irrigidimento termina
nell’anima, vedere il lato
sinistro.",assets/details/ec3-029-t01-d07-02.png,extracted_not_engineering_validated
ec3-029-t01-d07-03,ec3,29,8.4,8,"80
71","Elementi collegati trasversali:

6) Saldati a lamiere.
7) Irrigidimenti verticali saldati a
travi o a travi composte.
8) Diaframmi di travi a cassone
saldati all’ala o all’anima.
Possono non essere possibili per
piccole sezioni tubolari.
I valori sono anche validi per
anelli di irrigidimento.","Particolari 6) e 7):
Le zone terminali delle
saldature devono essere
accuratamente rettificate per
rimuovere tutte le incisioni che
possono essere presenti.

7) ∆σ deve essere calcolato
utilizzando tensioni principali
se l’irrigidimento termina
nell’anima, vedere il lato
sinistro.",assets/details/ec3-029-t01-d07-03.png,extracted_not_engineering_validated
ec3-030-t01-d01,ec3,30,8.5,2,"Come
particolare 1
nel
prospetto
8.5","2) Collasso del piede della
saldatura che si propaga dal
bordo dell’elemento collegato
alla lamiera, con picchi della
tensione alle zone terminali
della saldatura dovuti alle
deformazioni locali della
lamiera.","1) Ispezione trovata esente da
discontinuità e disallineamenti al
di fuori delle tolleranze della
EN 1090.
2) Per valutare ∆σ, utilizzare la
tensione nominale modificata.
3) Nei collegamenti a parziale
penetrazione sono richieste due
verifiche a fatica. In accordo alla
prima verifica, la cricca alla
radice è verificata considerando
le tensioni definite nel punto 5,
utilizzando la categoria 36* per
∆σw e la categoria 80 per ∆τw. In
accordo alla seconda verifica, la
cricca al piede della saldatura è
verificata determinando ∆σ nelle
lamiere caricate.

Particolari da 1) a 3):
Si raccomanda che i
disallineamenti delle lamiere
soggette a carichi non eccedano
il 15% dello spessore della
lamiera intermedia.",assets/details/ec3-030-t01-d01.png,extracted_not_engineering_validated
ec3-030-t01-d02,ec3,30,8.5,3,36*,"3) Collasso alla radice della
saldatura in giunzioni a T
saldate di testa a parziale
penetrazione o collegamenti
saldati a cordoni d’angolo e
completa penetrazione
efficace in collegamenti a T
saldati di testa","1) Ispezione trovata esente da
discontinuità e disallineamenti al
di fuori delle tolleranze della
EN 1090.
2) Per valutare ∆σ, utilizzare la
tensione nominale modificata.
3) Nei collegamenti a parziale
penetrazione sono richieste due
verifiche a fatica. In accordo alla
prima verifica, la cricca alla
radice è verificata considerando
le tensioni definite nel punto 5,
utilizzando la categoria 36* per
∆σw e la categoria 80 per ∆τw. In
accordo alla seconda verifica, la
cricca al piede della saldatura è
verificata determinando ∆σ nelle
lamiere caricate.

Particolari da 1) a 3):
Si raccomanda che i
disallineamenti delle lamiere
soggette a carichi non eccedano
il 15% dello spessore della
lamiera intermedia.",assets/details/ec3-030-t01-d02.png,extracted_not_engineering_validated
ec3-030-t01-d03,ec3,30,8.5,4,"Come
particolare 1
nel
prospetto
8.5","Collegamenti saldati per
sovrapposizione:

4) Collegamenti per
sovrapposizione con
saldatura a cordoni d’angolo.","4) ∆σ nella lamiera principale
deve essere calcolata sulla base
dell’area mostrata nello schizzo.
5) ∆σ deve essere calcolata
nelle lamiere di sovrapposizione.

Particolari 4) e 5):
- Estremità della saldatura a più
di 10 mm dal bordo della lamiera.
- Si raccomanda che la frattura
per taglio in una saldatura sia
verificata utilizzando il particolare
8).",assets/details/ec3-030-t01-d03.png,extracted_not_engineering_validated
ec3-030-t01-d04,ec3,30,8.5,5,45*,"Sovrapposizioni:

5) Collegamenti per
sovrapposizione con
saldatura a cordoni d’angolo.","4) ∆σ nella lamiera principale
deve essere calcolata sulla base
dell’area mostrata nello schizzo.
5) ∆σ deve essere calcolata
nelle lamiere di sovrapposizione.

Particolari 4) e 5):
- Estremità della saldatura a più
di 10 mm dal bordo della lamiera.
- Si raccomanda che la frattura
per taglio in una saldatura sia
verificata utilizzando il particolare
8).",assets/details/ec3-030-t01-d04.png,extracted_not_engineering_validated
ec3-031-t01-d01,ec3,31,8.5,7,56,"7) Piastre coprigiunto in travi e
travi composte.
La minima lunghezza della
saldatura rinforzata è 5 tc.","7) Saldatura trasversale nel tratto
terminale livellata mediante
rettifica. In aggiunta, se tc> 20 mm,
lato frontale della piastra rettificata
con una pendenza minore di <1⁄4.",assets/details/ec3-031-t01-d01.png,extracted_not_engineering_validated
ec3-031-t01-d02-01,ec3,31,8.5,8,"80
m = 5","8) Saldature continue a
cordone d’angolo soggette a
taglio, come saldature tra
anima ed ala in travi
composte.
9) Collegamenti per
sovrapposizione con
saldatura a cordoni d’angolo.","8) ∆τ deve essere calcolata in
base all’area della sezione di gola
della saldatura.
9) ∆τ calcolato in base all’area
della sezione di gola della
saldatura considerando la
lunghezza totale della saldatura.
Estremità della saldatura a più di
10 mm dal bordo della lamiera,
vedere anche i particolari 4) e 5)
riportati sopra.",assets/details/ec3-031-t01-d02-01.png,extracted_not_engineering_validated
ec3-031-t01-d02-02,ec3,31,8.5,9,"80
m = 5","8) Saldature continue a
cordone d’angolo soggette a
taglio, come saldature tra
anima ed ala in travi
composte.
9) Collegamenti per
sovrapposizione con
saldatura a cordoni d’angolo.","8) ∆τ deve essere calcolata in
base all’area della sezione di gola
della saldatura.
9) ∆τ calcolato in base all’area
della sezione di gola della
saldatura considerando la
lunghezza totale della saldatura.
Estremità della saldatura a più di
10 mm dal bordo della lamiera,
vedere anche i particolari 4) e 5)
riportati sopra.",assets/details/ec3-031-t01-d02-02.png,extracted_not_engineering_validated
ec3-031-t01-d03,ec3,31,8.5,10,"Vedere
EN 1994-2
(90 m = 8)","Connettori a taglio saldati:
10) Per applicazioni in
elementi composti.","10) ∆τ deve essere calcolato
sulla base della sezione
trasversale nominale del
connettore.",assets/details/ec3-031-t01-d03.png,extracted_not_engineering_validated
ec3-031-t01-d04,ec3,31,8.5,"11,12","71
40","11) Collegamento di tubo con
manicotto avente saldature di
testa a penetrazione completa
all’80%.

12) Collegamento di tubo con
manicotto avente saldature a
cordoni d’angolo.","11) Piede della saldatura
rettificato. ∆σ valutato
nell’elemento tubolare.

12) ∆σ valutato nell’elemento
tubolare.",assets/details/ec3-031-t01-d04.png,extracted_not_engineering_validated
ec3-031-t02-d01,ec3,31,8.6,1,71,"1) Collegamento tubo-piastra,
tubi appiattiti, saldature di testa
(cianfrini ad X).","1) ∆σ valutato nell’elemento
tubolare.
Valida solo per tubi con diametro
minore di 200 mm.",assets/details/ec3-031-t02-d01.png,extracted_not_engineering_validated
ec3-031-t02-d02,ec3,31,8.6,2,"71
63","2) Collegamento tubo-piastra,
tubi tagliati e saldati ad una
piastra. Fori alle estremità del
taglio.","2) ∆σ valutato nell’elemento
tubolare.
Si raccomanda che la resistenza a
rottura a taglio della saldatura sia
calcolata utilizzando il particolare
8) del prospetto 8.5.",assets/details/ec3-031-t02-d02.png,extracted_not_engineering_validated
ec3-032-t01-d01,ec3,32,8.6,3,71,"Saldature di testa
trasversali:
3) Saldature testa a testa
di profilati tubolari a
sezione circolare.","Particolari 3) e 4):
- Altezza del sovrametallo
≤10% della larghezza della
saldatura, con transizione
graduale.
- Saldature eseguite in
piano, ispezionate e trovate
esenti da difetti al di fuori
delle tolleranze della
EN 1090.
- Se t > 8 mm classificare
aumentando la categoria di
particolare di 2 volte.",assets/details/ec3-032-t01-d01.png,extracted_not_engineering_validated
ec3-032-t01-d02,ec3,32,8.6,4,56,"4) Saldature testa a testa
di profilati tubolari a
sezione rettangolare.","Particolari 3) e 4):
- Altezza del sovrametallo
≤10% della larghezza della
saldatura, con transizione
graduale.
- Saldature eseguite in
piano, ispezionate e trovate
esenti da difetti al di fuori
delle tolleranze della
EN 1090.
- Se t > 8 mm classificare
aumentando la categoria di
particolare di 2 volte.",assets/details/ec3-032-t01-d02.png,extracted_not_engineering_validated
ec3-032-t01-d03,ec3,32,8.6,5,71,"Elementi collegati
mediante saldatura:
5) Profilati tubolari a
sezione circolare o
rettangolare saldati a
cordone d’angolo ad altro
profilato.","5)
- Saldature non soggette a
carico.
- Larghezza parallela alla
direzione della tensione
l ≤ 100 mm.
- Per gli altri casi vedere
prospetto 8.4.",assets/details/ec3-032-t01-d03.png,extracted_not_engineering_validated
ec3-032-t01-d04,ec3,32,8.6,6,50,"Giunti trasversali saldati:
6) Profilati tubolari a
sezione circolare saldati
testa a testa con
interposizione di una
piastra.","Particolari 6) e 7):
- Saldature soggette a
carichi.
- Saldature ispezionate e
trovate esenti da difetti al di
fuori delle tolleranze della
EN 1090.
- Se t > 8 mm classificare
aumentando la categoria di
particolare di 1 volta.",assets/details/ec3-032-t01-d04.png,extracted_not_engineering_validated
ec3-032-t01-d05,ec3,32,8.6,7,45,"7) Profilati tubolari a
sezione rettangolare
saldati testa a testa con
interposizione di una
piastra.","Particolari 6) e 7):
- Saldature soggette a
carichi.
- Saldature ispezionate e
trovate esenti da difetti al di
fuori delle tolleranze della
EN 1090.
- Se t > 8 mm classificare
aumentando la categoria di
particolare di 1 volta.",assets/details/ec3-032-t01-d05.png,extracted_not_engineering_validated
ec3-032-t01-d06,ec3,32,8.6,8,40,"8) Profilati tubolari a
sezione circolare saldati
testa a testa con
interposizione di una
piastra.","Particolari 8) e 9):
- Saldature soggette a
carichi.
- Spessore parete t ≤ 8 mm.",assets/details/ec3-032-t01-d06.png,extracted_not_engineering_validated
ec3-032-t01-d07,ec3,32,8.6,9,36,"9) Profilati tubolari a
sezione rettangolare
saldati testa a testa con
interposizione di una
piastra.","Particolari 8) e 9):
- Saldature soggette a
carichi.
- Spessore parete t ≤ 8 mm.",assets/details/ec3-032-t01-d07.png,extracted_not_engineering_validated
ec3-033-t01-d01,ec3,33,8.7,1,"90
m = 5
45
m = 5","t0        Collegamenti con elementi diagonali distanziati alle estremità:
 --- ≥ 2,0
 ti         Particolare 1): collegamenti a K ed a N, profilati tubolari a
          sezione circolare




t0
--- = 1,0
ti","Particolari 1) e 2):
-  Sono necessarie valutazioni separate per le corde e
   per i controventi.
-  Per valori intermedi del rapporto to/ti interpolare
   linearmente tra le categorie di particolare.
-   Saldature a cordone d’angolo permesse per
   controventi con spessore delle pareti t ≤ 8 mm.
-    to e ti ≤ 8 mm.
-  35° ≤θ ≤ 50°.
-   b0/t0 × t0/ti ≤ 25.
-   d0/t0 × t0/ti ≤ 25.
-   0,4 ≤bi /b0 ≤ 1,0.
-  0,25 ≤di /d0 ≤ 1,0.
-   b0 ≤ 200 mm.
-   d0 ≤ 300 mm.
-   -0,5h0 ≤ei/p ≤ 0,25h0.
-   -0,5d0 ≤ei/p ≤ 0,25d0.
-   eo/p ≤ 0,02b0 oppure ≤ 0,02d0.
[eo/p è l’eccentricità fuori dal piano]

Particolare 2):
0,5(bo - bi) ≤g ≤ 1,1 (bo - bi) e g ≤ 2to",assets/details/ec3-033-t01-d01.png,extracted_not_engineering_validated
ec3-033-t01-d02,ec3,33,8.7,2,"71
m = 5
36
m = 5","t0        Collegamenti con elementi diagonali distanziati all’estremità:
 --- ≥ 2,0
 ti         Particolare 2): collegamenti a K ed a N, profilati tubolari a
          sezione rettangolare:




t0
--- = 1,0
ti","Particolari 1) e 2):
-  Sono necessarie valutazioni separate per le corde e
   per i controventi.
-  Per valori intermedi del rapporto to/ti interpolare
   linearmente tra le categorie di particolare.
-   Saldature a cordone d’angolo permesse per
   controventi con spessore delle pareti t ≤ 8 mm.
-    to e ti ≤ 8 mm.
-  35° ≤θ ≤ 50°.
-   b0/t0 × t0/ti ≤ 25.
-   d0/t0 × t0/ti ≤ 25.
-   0,4 ≤bi /b0 ≤ 1,0.
-  0,25 ≤di /d0 ≤ 1,0.
-   b0 ≤ 200 mm.
-   d0 ≤ 300 mm.
-   -0,5h0 ≤ei/p ≤ 0,25h0.
-   -0,5d0 ≤ei/p ≤ 0,25d0.
-   eo/p ≤ 0,02b0 oppure ≤ 0,02d0.
[eo/p è l’eccentricità fuori dal piano]

Particolare 2):
0,5(bo - bi) ≤g ≤ 1,1 (bo - bi) e g ≤ 2to",assets/details/ec3-033-t01-d02.png,extracted_not_engineering_validated
ec3-033-t01-d03,ec3,33,8.7,3,"71
m = 5
56
m = 5","Collegamenti con elementi diagonali parzialmente sovrapposti
 t0 --- ≥ 1,4   alle estremità: Particolare 3): collegamenti a K, profilati tubolari
 ti       a sezione circolare o rettangolare:





t0
--- = 1,0
ti","Particolari 3) e 4):
-  30% ≤ sovrapposizione ≤ 100%.
-   sovrapposizione = (q/p) × 100%.
-  Sono necessarie valutazioni separate per le corde e
   per i controventi.
-  Per valori intermedi del rapporto to/ti interpolare
   linearmente tra le categorie di particolare.
-   Saldature a cordone d’angolo permesse per
   controventi con spessore delle pareti t ≤ 8 mm.
-    t0 e ti ≤ 8 mm.
-  35° ≤θ ≤ 50°.
-   b0/t0 × t0/ti ≤ 25.
-   d0/t0 × t0/ti ≤ 25.
-   0,4 ≤bi/b0 ≤ 1,0.
-  0,25 ≤di/d0 ≤ 1,0.
-   b0 ≤ 200 mm.
-   d0 ≤ 300 mm.
-   -0,5h0 ≤ei/p ≤ 0,25h0.
-   -0,5d0 ≤ei/p ≤ 0,25d0.
-   eo/p ≤ 0,02b0 oppure ≤ 0,02d0.
[eo/p è l’eccentricità fuori dal piano]
Definizione di p e q :",assets/details/ec3-033-t01-d03.png,extracted_not_engineering_validated
ec3-033-t01-d04,ec3,33,8.7,4,"71
m = 5
50
m = 5","t0        Collegamenti con elementi diagonali parzialmente sovrapposti
 --- ≥ 1,4   alle estremità: Particolare 4): collegamenti a N, profilati tubolari
 ti
         a sezione circolare o rettangolare:





t0
--- = 1,0
ti","Particolari 3) e 4):
-  30% ≤ sovrapposizione ≤ 100%.
-   sovrapposizione = (q/p) × 100%.
-  Sono necessarie valutazioni separate per le corde e
   per i controventi.
-  Per valori intermedi del rapporto to/ti interpolare
   linearmente tra le categorie di particolare.
-   Saldature a cordone d’angolo permesse per
   controventi con spessore delle pareti t ≤ 8 mm.
-    t0 e ti ≤ 8 mm.
-  35° ≤θ ≤ 50°.
-   b0/t0 × t0/ti ≤ 25.
-   d0/t0 × t0/ti ≤ 25.
-   0,4 ≤bi/b0 ≤ 1,0.
-  0,25 ≤di/d0 ≤ 1,0.
-   b0 ≤ 200 mm.
-   d0 ≤ 300 mm.
-   -0,5h0 ≤ei/p ≤ 0,25h0.
-   -0,5d0 ≤ei/p ≤ 0,25d0.
-   eo/p ≤ 0,02b0 oppure ≤ 0,02d0.
[eo/p è l’eccentricità fuori dal piano]
Definizione di p e q :",assets/details/ec3-033-t01-d04.png,extracted_not_engineering_validated
ec3-034-t01-d01,ec3,34,8.8,3,36,"3) Correnti longitudinali
separate per ogni lato del
traverso.","3) Valutazione basata
sull’intervallo di variazione
della tensione normale ∆σ
nel corrente.",assets/details/ec3-034-t01-d01.png,extracted_not_engineering_validated
ec3-034-t01-d02,ec3,34,8.8,4,71,"4) Collegamento nella
nervatura, giunzione saldata a
completa penetrazione con
piatto posteriore.","4) Valutazione basata
sull’intervallo di variazione
della tensione normale ∆σ
nel corrente.",assets/details/ec3-034-t01-d02.png,extracted_not_engineering_validated
ec3-034-t01-d03,ec3,34,8.8,5,"112
90
80","5) Giunzione saldata a
completa penetrazione
effettuata nella nervatura da
entrambi i lati senza piatto
posteriore.","5) Valutazione basata
sull’intervallo di variazione
della tensione normale ∆σ
nel corrente.
Punti di saldatura all’interno
delle giunzioni saldate.",assets/details/ec3-034-t01-d03.png,extracted_not_engineering_validated
ec3-034-t01-d04,ec3,34,8.8,1,"80
71","1) Correnti longitudinali
continue con tagli aggiuntivi
nella trave principale.","1) Valutazione basata
sull’intervallo di variazione
della tensione normale ∆σ
nel corrente longitudinale.",assets/details/ec3-034-t01-d04.png,extracted_not_engineering_validated
ec3-034-t01-d05,ec3,34,8.8,2,"80
71","2) Correnti longitudinali
continue senza tagli aggiuntivi
nel traverso.","2) Valutazione basata
sull’intervallo di variazione
della tensione normale ∆σ
nel corrente.",assets/details/ec3-034-t01-d05.png,extracted_not_engineering_validated
ec3-035-t01-d01,ec3,35,8.8,6,71,"6) Sezione critica nell’anima
della trave dovuta a tagli.","6) Valutazione basata
sull’intervallo di variazione della
tensione che tiene conto degli
effetti Vierendeel.
Nota    Nel   caso     in    cui
           l’intervallo  di variazione
          della     tensione    è
        determinato secondo    il
        punto  9.4.2.2(3)   della
      EN 1993-2, può essere
          utilizzata la categoria di
          particolare 112.",assets/details/ec3-035-t01-d01.png,extracted_not_engineering_validated
ec3-035-t01-d02-01,ec3,35,8.8,7,"D




71
S





50","Saldatura che collega una
lamiera piana ad una nervatura

lamiera piana ad una nervatura
con sezione trapezoidale o a V

7) Saldatura a parziale
penetrazione con a ≥ t .

8) Saldatura a cordone
d’angolo o saldature a parziale
penetrazione al di fuori
dell’intervallo del particolare 7).","7) Valutazione basata
sull’intervallo di variazione della
tensione normale prodotta dalla
flessione nella lamiera.

8) Valutazione basata
sull’intervallo di variazione della
tensione normale prodotta dalla
flessione nella lamiera.",assets/details/ec3-035-t01-d02-01.png,extracted_not_engineering_validated
ec3-035-t01-d02-02,ec3,35,8.8,8,"D




71
S





50","Saldatura che collega una
lamiera piana ad una nervatura

lamiera piana ad una nervatura
con sezione trapezoidale o a V

7) Saldatura a parziale
penetrazione con a ≥ t .

8) Saldatura a cordone
d’angolo o saldature a parziale
penetrazione al di fuori
dell’intervallo del particolare 7).","7) Valutazione basata
sull’intervallo di variazione della
tensione normale prodotta dalla
flessione nella lamiera.

8) Valutazione basata
sull’intervallo di variazione della
tensione normale prodotta dalla
flessione nella lamiera.",assets/details/ec3-035-t01-d02-02.png,extracted_not_engineering_validated
ec3-036-t01-d01,ec3,36,8.9,2,56,"2) Connessione di correnti longitudinali
continui a traversi
      ∆Ms
∆σ =    --------------
        Wnet,s
      ∆Vs
∆τ =    -----------------
         Aw,net,s
Verificare anche l’intervallo di
variazione della tensione tra i correnti
come definito nella EN 1993-2.","2) Valutazione basata combinando
l’intervallo di variazione della tensione
tangenziale ∆τ e l’intervallo di variazione
della tensione normale ∆σ nell’anima del
traverso come un intervallo di variazione
della tensione equivalente:
        1∆σeq =   ( ∆σ+  ∆σ2 + 4∆τ2 )                        2--",assets/details/ec3-036-t01-d01.png,extracted_not_engineering_validated
ec3-036-t01-d02,ec3,36,8.9,1,"80
71","1) Connessione di correnti longitudinali
a traversi.","1) Valutazione basata sull’intervallo di
variazione della tensione normale ∆σ nel
corrente.",assets/details/ec3-036-t01-d02.png,extracted_not_engineering_validated
ec3-037-t01-d01,ec3,37,8.10,4,36*,4) Saldature a cordoni d’angolo.,"4) Intervallo di variazione della tensione ∆σvert
nella gola della saldatura dovuto alla
compressione verticale derivante dai carichi
trasmessi dalla ruota.",assets/details/ec3-037-t01-d01.png,extracted_not_engineering_validated
ec3-037-t01-d02,ec3,37,8.10,5,71,"5) Ala di sezione a T con giunzione saldata
a T a completa penetrazione.","5) Intervallo di variazione della tensione
verticale di compressione ∆σvert nell’anima
dovuto ai carichi trasmessi dalla ruota.",assets/details/ec3-037-t01-d02.png,extracted_not_engineering_validated
ec3-037-t01-d03,ec3,37,8.10,6,36*,"6) Ala di sezione a T con giunzione saldata
a T a parziale penetrazione o giunzione
saldata a T a completa penetrazione
efficace in conformità alla EN 1993-1-8.","6) Intervallo di variazione della tensione ∆σvert
nella gola della saldatura dovuto alla
compressione verticale derivante dai carichi
trasmessi dalla ruota.",assets/details/ec3-037-t01-d03.png,extracted_not_engineering_validated
